"Среднемесячная номинальная начисленная заработная плата работников по полному кругу организаций  по субъектам Российской Федерации в 2013-2018 гг., рублей","Среднемесячная номинальная начисленная заработная плата работников по полному кругу организаций  по субъектам Российской Федерации в 2013-2018 гг., рублей","Среднемесячная номинальная начисленная заработная плата работников по полному кругу организаций  по субъектам Российской Федерации в 2013-2018 гг., рублей","Среднемесячная номинальная начисленная заработная плата работников по полному кругу организаций  по субъектам Российской Федерации в 2013-2018 гг., рублей","Среднемесячная номинальная начисленная заработная плата работников по полному кругу организаций  по субъектам Российской Федерации в 2013-2018 гг., рублей","Среднемесячная номинальная начисленная заработная плата работников по полному кругу организаций  по субъектам Российской Федерации в 2013-2018 гг., рублей","Среднемесячная номинальная начисленная заработная плата работников по полному кругу организаций  по субъектам Российской Федерации в 2013-2018 гг., рублей","Среднемесячная номинальная начисленная заработная плата работников по полному кругу организаций  по субъектам Российской Федерации в 2013-2018 гг., рублей","Среднемесячная номинальная начисленная заработная плата работников по полному кругу организаций  по субъектам Российской Федерации в 2013-2018 гг., рублей","Среднемесячная номинальная начисленная заработная плата работников по полному кругу организаций  по субъектам Российской Федерации в 2013-2018 гг., рублей",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Республика Карелия,25350,25226,26102.2,26166,27782.7,29945.8,27757.8,26784.8,26946.7,27462.4,28702.9,34748.1,27960.5,26918.3,29453,28091.2,29533.8,32317.3,28690.6,26834.7,28174.3,28376.4,29325.5,35725.9,28418.7,27980.4,30174.9,29689.5,30931.8,32995.2,29924,27704.1,29432.7,30278,29609.4,36703.8,29920.4,31716.6,31191.7,31424.9,33664.1,35768.3,31468,31036.5,31575.5,32173.4,32112.4,38991.8,32760.673333669904,33792.21042298263,35117.5203842389,34787.76019207646,35264.912704266826,37515.60420655662,34187.63556093755,31331.533303265394,33227.27257967961,33241.9744786327,34476.21980175175,43397.06444942878,34732.60462558557,37140.80438776313,37272.12734982226,36202.71124831028,39421.33374464899,43470.23571397237,37575.15586819964,36304.8536253248,37505.49104963827,38504.7705994209,39754.77018190482,48853.62908128706
Республика Коми,34563.4,33626.7,34815.9,39356.8,37413.6,37564.9,37619.2,36726.6,36006,36385.9,36549.3,47216.5,37144.7,36048.8,38565.6,42585.6,40401.5,42130.5,39109.5,37215.7,37287.6,38661.7,38116.9,49733.5,37973,37160.6,39629.4,43828,41397.5,42931.7,39668.4,38635.3,38757.9,39074.2,39411.5,50717.6,40968.6,41145.7,42897.4,44054,46701,48066.1,42143.5,40926,40434.2,40613.3,41285.3,51985.9,40774.228314298576,41829.037316312446,44340.40401239243,45474.76104435914,49622.43592938116,48592.0421940737,43590.99945071472,44142.43839511891,42992.79821295146,43058.43526976307,44747.57533843169,56351.156094237056,46072.845057103936,47717.144624216504,49004.52803879563,49831.49258392857,55830.11617120074,51937.50652852789,49588.21244700209,48173.168054672795,46950.06305592968,47680.23630863091,48315.60405975441,60455.155713759916
Архангельская область,30120.5,28154.1,30217.9,31447,32511.6,33578.2,32965.2,31036.6,30969.1,32478.9,32065.5,44540.6,33650.3,31975.2,33880.8,35695.8,36816.4,38285.9,35428.8,32133.7,34077,35081.2,35026.7,45634.1,36158.6,34503,36831.1,37912.6,40631.7,42804.9,37663.3,34472.8,36390,37339.6,36537,47070.2,38592.9,37552.5,39885.4,40275.1,44072.3,45267.7,40495,38251,39185.1,39663.9,39805.2,49152.3,40119.249445458285,39401.84273126033,40653.07247307783,42068.56084877061,46123.32499591368,47330.66600963846,41914.009754714236,40172.63900019778,41770.93965402699,41433.95680631839,43477.90625260934,53334.99546387288,44797.10760347107,44594.44117199379,45508.29282093903,47039.36628481528,50402.94579946905,53286.11331455151,46832.90297551634,44736.423680328575,46189.78823013534,46749.88674453567,47525.72573298285,58503.016125308604
в том числе Ненецкий авт.округ,59599,54524.8,61018.6,63366.3,63855.5,64454.2,64361.6,60196.4,57104.6,60576.4,57641.3,83400.3,63697.3,58563.6,67100.3,67827.2,65866.9,69435.9,67589.7,60671.8,63340.1,61844.2,63360.3,91657,67452.1,62424.2,67857,69877.5,79156.7,87890.6,68541.2,61049.4,65341.3,65468.7,65016.7,91779.8,71601.4,65272,70950.3,71649.1,80028.8,76576.2,70172.5,65245,66006.2,67386.6,66211.1,87751.3,71635.99975117153,66525.23344635512,71920.07838890147,76616.36800506938,84417.98300137662,79706.21176741547,68250.20078661115,69106.29106711455,68852.25947693262,68903.35265476273,71437.98964374396,92879.40598308021,80361.9786788997,72467.4618422688,80395.74748826065,82561.06055061215,92879.72630250813,94038.35055695198,79094.77345697327,83628.40151993171,75787.55309704087,76498.65078442245,77277.4103859998,97555.53898383434
Архангельская область без авт. округа.,28002,26217,27919,29054,30162,31252,30585,28796,28961,30322,30090,41512,31232,29811,31178,33060,34463,35771,32857,29884,31780,32993,32807,41980,33613,32203.4,34250.3,35279.2,37459.3,39079.1,35071.7,32265.7,34006.9,35050.1,34236,43387.6,35851.4,35174.9,37125.7,37503.9,40986.9,42572,37909.8,35879.1,36728.2,37194.8,37530.8,45871.3,37493.402407339716,37096.694928974255,38002.6623197472,39140.40641891237,42972.794628476404,44612.12812749242,39698.46246278315,37767.85218888985,39557.15703900905,39206.28851368664,41191.64003260551,50049.525371816686,41783.642357123914,42245.21062928424,42543.42949009822,44021.79241321461,46884.264951634075,49843.341272179394,44142.43496109544,41532.74896442875,43770.225942317804,44330.613467379844,45125.43710022029,55301.87801076381
Вологодская область,24570.3,23918.1,23909.7,24788.9,24561.5,25442.1,24797.1,24312.5,24015.9,24721.2,24733.6,29943.6,24893,25203.6,25314.1,27138.3,26322.5,27376.1,26118.6,25255.7,25732.2,26198.7,25888.6,35731.5,25252.7,25747.1,26266.1,27934.8,28040.1,28952.2,26815.7,26471.6,26535.3,27103.3,26906,31563.2,26873.2,29420.4,29702.8,27837.4,29466.2,31224.5,28336.7,28625.1,28350.1,28829.4,29000.2,34732.6,28067.403553573098,31091.276873318886,31794.356514097715,29646.63665186324,31055.48397547046,32383.00622401226,30249.08446337871,31022.923253815425,31106.756130334117,31629.0843731391,31770.674142782,39331.58553446686,32679.864716492517,36050.35049137794,34304.9644610899,33479.76021627528,35220.82375335275,37363.99414496662,34524.97548998941,34969.01948777545,34378.49996740983,35481.19933315501,36081.469416394684,42639.60628386371
Калининградская область,22347,22241.8,22957.3,24465.2,24782.7,25700.9,25235.7,25022,24294.8,25703.9,27537.7,34929.7,25583.6,25130.1,26669.2,26666.8,25822.8,26179.4,26226.4,24878.7,26253.8,27641.8,26746.1,35577.2,25680,26231.4,28004.9,27765.7,28872.2,28869.8,28867.6,27556.3,28011.3,28867.6,28075.4,36456.6,27439.9,27745.6,29087.7,29540.2,29914.1,30371.5,29514.4,28816.6,29146.7,28653,29341.7,38152.5,28508.866088135444,29254.25254517738,30429.1030109596,31209.803102018646,31157.079751032612,32408.74920603788,30768.71966218797,30543.91762365873,30627.738121784118,30495.270884457823,31166.47917615049,38329.763535545666,29171.20882398763,29949.9438402659,31325.551044770185,32445.36529592767,32033.147191522025,32906.47534201409,32578.58673152003,31432.595755769133,31424.404939553708,32241.73173630924,32473.429455343816,41466.482265156286
Ленинградская область,26803.8,26921.2,28661.1,29518.8,29449,30265.6,30013.9,29703,28823.1,29398.8,29413.1,35752.2,29435,29467.8,31044.6,33037.6,31865.2,32628.3,32218.1,31398.1,31278.6,32700.1,31857.7,38448.1,32088.6,33098.7,33346.6,34538.6,33237.4,34177,34016.8,33184.1,32648.4,33279.8,33143.7,38861.5,32810,34272.1,34922.1,35914.5,36033.4,36392.5,36159.3,35206,35074.9,35712.2,35490.6,42330,35090.343405774205,36162.075473098455,37943.02843985124,38198.902151539565,38795.56678747708,39751.71141841312,38862.84083993386,38347.71526571659,38068.80592603129,38567.59678846976,38912.43217273273,46501.11409736603,39078.227114379944,40790.44747854222,41983.438216061455,41987.49538915034,42886.61890230455,43270.42547465173,43055.27463444026,42796.40650093601,41320.703840371396,42560.757544842905,42433.664777942045,49562.37415313772
Мурманская область,36284.4,34959.6,37814.7,40442.8,42613.2,40793,38746.6,35383.7,36135.6,40702.3,39287.8,56446.2,40027.3,38665,40619.1,44733.4,47106.7,44547.9,42042.2,36420.3,38741.3,42300.6,41296.8,57845.3,41449,41466.1,42660.3,47138.5,50216.5,46776.8,45529.2,39089.7,42299,45511.1,45098.5,59297.3,45063.1,46365.1,46207.1,50499.4,53453.7,50841,47721.4,43330.3,44013.3,46319.5,47396.3,63276,47349.66906066758,48432.2256512551,48874.97794945122,51789.1963797679,56704.4027758662,53497.96193158539,50400.92242657082,45326.609005029866,48115.8147149496,48864.83278218947,50114.11287232485,67949.12374545817,52350.99129699681,54677.81967217547,54275.32315450634,58878.409427131875,61059.18099992896,60608.03797790713,57717.680047676215,51621.0320226151,52770.07838714283,55978.8542061944,56005.47671961395,75412.9700589569
Новгородская область,21010.9,20513.3,22031.7,21911.8,23097.2,23432.6,23777,23476.4,23540.3,23569.3,23449.9,29001.5,22791.6,23087.2,24153.8,25226.5,24742.6,25475.4,25608.6,24649.4,24836.3,25028.6,25177.1,31221,25266.1,24268.1,25456.5,25358.8,26510.9,26376.2,26907.5,26097.9,25740.5,25762.8,25772.8,31685.9,25342.7,26042.4,26720,26361.7,27825.7,28427.5,28435.9,27955.7,27829.6,27493.6,27358.1,34387.8,27193.498099674664,26200.22811950182,28383.83911905581,27902.847081297627,29380.257664137305,29963.822264017326,29845.01713580241,29020.556975314244,29049.412248544344,28504.346507482274,29027.619051583824,35746.3608120624,30349.43671531415,28904.209545008292,30068.544225415848,30312.224720326845,32244.467918948267,32309.187581793754,31302.56991945845,30832.920464740342,29796.986210076324,30335.58617105005,30820.239711588772,37973.067474427444
Псковская область,18076.5,17519,18288.7,19930.7,20642.5,21325,19489.5,19104.4,19040,19886.2,19419.4,24513.4,19232.2,18902.4,19647.7,20947.2,21128.8,22341.6,20948.3,19714.1,20270.8,21044.9,20723,25694.2,19972.2,20061.5,20739.8,21130.1,22067.8,22512.6,21308.5,20664.1,20970.1,21379.6,20943.6,25529.4,20693.2,21184.7,21413.9,21736.1,22532.2,23631.5,21872,21386.6,22038.7,22319.1,22026.5,26454.3,21169.473339753906,21239.005682584437,22564.579951818552,22746.71197909551,24330.602452640145,24840.8390062814,22972.503342250177,22160.056407309192,22605.929962540235,22240.867288784822,22964.46538735237,30041.987634133984,23175.00275806733,25739.841091668477,25397.896055708836,25312.191568030932,27177.040511613464,28181.298343677885,25998.366180373738,26074.878058216313,26676.6084205553,26696.231004601774,27338.608982257665,34583.930221029055
г.Санкт-Петербург,32617.8,33116.7,36374.6,36295.8,36319.6,38744.6,37332.7,35861.1,37067.5,37366.8,38720.3,51019,35999.6,36196.2,40474.5,40195.9,39000.1,41757.6,40976.4,37704.8,39614.9,40509.1,41235.2,54443.8,39646.7,40549.6,42597.9,44143.5,42656.4,44813.3,43407.4,40520.1,41708.8,43215.1,43479,57602.9,42104.4,45919.1,48407.4,46919.3,47370.1,50520.6,48483.4,46084.1,47191.9,47908.2,48590.9,65086.2,47436.064989629886,49864.09831630505,53271.479345320455,53260.5997618519,52269.40508048754,57421.46832524433,53586.03309264113,51571.41031126,52604.936339565334,53873.959308332844,54353.429554866176,72341.62926626545,58597.77276379245,57408.68978758237,60343.40503044128,59576.40557540966,57190.37732491045,62618.57333752007,59603.848913081085,56099.531762572544,57330.8130904413,57951.09828078141,58310.16968563777,77665.82262386625
Южный федеральный округ  ,20115.8,19941.6,21078.4,21872.5,22061.2,22632.7,22427.8,22467.4,22122.8,22870.5,23156,29472.9,22375.3,21992.6,23427.6,25043,23915.2,25550.9,24280,23752.9,24168.1,24102.1,24218.3,30906.2,22978.9,22934,24413.2,25138.4,25227.9,26281.3,25293,24720.9,24892.4,24951.4,24937.2,31241.9,23985.1,24744.2,25582.5,26258.6,27500.3,28192.6,26777.4,26847.6,27127.7,26972.2,27114.2,34276.9,25714.514351377784,25928.66345724098,27557.541349751315,28078.592889683056,28911.304186868336,30362.083725090248,28284.903903301332,27949.119614557458,28409.147238634894,28296.628937246747,28506.280336301832,36123.56338872179,28685.960001955224,29150.512441161292,30328.422602431507,30964.148226712783,31918.601470277255,33167.66311332637,30986.59713590075,30769.306533485324,31044.60432089055,31080.033426214217,31208.787017373244,39082.09230188342
Республика Адыгея,17049.7,17388.9,18369.2,18308.1,19539.5,20209.3,17801.2,17891.7,18268.9,18696.5,19423,25179.4,18982.8,19000.7,19678.7,20432.9,20849.6,22129.3,19644.5,19528.2,20072,20725.1,21323.6,27249.6,20109.8,20446.8,20976.9,21748.1,22241.8,23595,20433.9,20963.9,20725.3,21789.4,21835.8,27194,20972.4,21507,22047,22092.9,23666.7,24942.6,21595.1,22096,22630.6,22399.6,23526.8,28358.7,21976.122968918076,22617.96253615329,23581.072051296473,23028.828241011564,24773.00562014862,25921.730018310573,22624.323701957343,22766.083866226458,23601.397743454923,23741.488132859664,25272.98960553212,30752.1849128511,24647.731633620784,24795.79210117595,25591.949908572064,25840.565211122324,27833.399185358652,29027.172850477673,25613.33867949746,26514.31303258706,26716.79563646039,26665.203387016438,27454.71191513711,30974.730645462434
Республика Калмыкия,15956.8,15060.6,16615.2,16438.7,17113,18956.8,17212.7,17061.4,17315.6,17615.2,17652.2,24788.6,17876.9,17146.4,18203.7,18826.2,19973.1,22152.6,18197.5,18005.5,18840,18689.7,19773.1,24920.9,18259,18999,18725.6,19356,21458,22664,18938.5,18536.3,19391.3,19226.6,19703,25528.9,18644,19660.1,19846.1,19325.7,22194.5,23266.1,19449.8,20405.7,21224.5,20561.1,21287.7,27655.6,20184.881212109907,21002.573283368234,21751.24403521347,22045.555771752515,24550.862695954635,25531.010764597573,21125.96813826585,22326.44257794054,22593.822161461052,23217.346156749896,23703.276327115473,29792.68107959887,23634.907778356435,24040.10670906478,24662.458342153397,25062.844660700306,27363.043506315524,29048.85528141042,23353.375379521425,24802.443553472767,26163.925144827084,25616.248195635515,25719.485386239285,33854.633033621605
Республика Крым,,,,,,,,,,,,,,,,,,,,,,,,,17912.1,18844.2,21421.6,20130.4,21314.4,24462.1,22838.2,21570,23134.7,23933.4,23789.5,30221.7,22979.3,22686.8,23874.9,23516,24631.7,28834.3,24853.1,24762.5,26221.5,24921.2,25105.4,30795.3,23836.155351986738,23861.49973291164,25004.717273709597,25284.035460358868,26322.91790513734,30576.678785282726,26064.780293683052,24775.072162054126,26384.55637733662,25879.39971825558,25794.784222586964,31974.76829959922,26344.726643139253,26715.530602368188,28644.79928262704,28675.433291433783,29257.446365580527,33424.782979434785,28106.23254553212,27790.00124754229,28464.90385581978,28422.49030787485,28400.381454246624,36027.15046489564
Краснодарский край,21815.4,21353.1,22768.2,23140.6,24181.6,24060.3,24108.9,24547,24164.4,24926.4,25202,31410.6,24318.9,23502.9,25385.5,27323,25449.2,26906.3,25670.4,25342.3,25512.1,25096.6,25139.1,32102.1,24371.1,23753.3,26238.7,26440.2,26963.6,27290.4,26865,26595.7,26529.3,26572.8,25984.3,32871.9,25233.2,25833,26905.7,27660.3,29098.4,28966.9,28361.5,28893,29004.2,28767.6,28429.2,35914.4,27211.467979604226,27273.033876695838,29389.187013704242,29526.022623830402,31297.373997167593,31627.961018688733,30412.78216991242,30309.72233438373,30591.747668706073,30376.684932617147,30283.301754516368,38173.27554180111,30617.138553685025,30983.341771668434,32501.183433919283,32857.3173391288,34476.330537207425,34643.07354559293,33090.755553999545,33237.50280888573,33536.69393355355,33310.34589432149,33258.09494247869,40807.45038809369
Астраханская область,19124.5,20564.7,20291.5,23410.4,21488.9,22639.8,22504.8,22984.7,21366.2,22690.2,22467,30763.7,21643.3,22141.9,22778.4,25999,23677.3,24984.3,24119.4,24837.9,23472,24046.6,23906.6,31972.9,23014.7,23973.3,24036.8,27167.3,25133.2,26861.3,25046.7,25604.6,24488.2,24126.8,24150.4,32070.4,23736.5,25083,24850,26264.8,29177.9,28604.1,26206.7,27424,26324.2,25324.1,26118.1,33914.9,24539.56910497172,25924.778271443152,27101.505290404042,30941.596892488637,28013.31987126271,31518.097173654165,28203.570100233133,29859.505909547875,28673.85764527292,28053.448995486724,28891.87450024361,39892.68827612198,29138.337167082722,31862.672584716067,30643.23273199823,32492.666236895784,36459.357064398006,35576.64815265631,32540.69136758387,34132.55906657046,32219.05435795918,32172.314085659174,32166.10164080469,44757.46246906148
Волгоградская область,18879.2,18678.3,19721.8,20825.2,20590.2,21245.3,21560.5,21249.4,20877.3,21046.6,21622.5,27759.1,21723,21535.7,22509,23901.3,22763.5,25020.5,23817.2,22984.8,24027.5,23745.1,24104,31059.1,22107.9,22179.4,23064.3,23814,23670,25469.5,23824.8,23208.6,23581.2,23553.8,24491.4,30487.7,23229,24077,24613.7,24978.1,26216.8,26969.4,24980.6,25070,25179.4,25003.5,26085,32580.3,25555.001617457096,25539.356092866663,26549.680774880228,27104.255973271393,28162.00358562764,29366.99160378741,27041.867835432487,27201.964330004263,27391.272344773897,27302.172465809537,28221.78430201144,35311.39397387102,28747.68911335765,28483.256851435213,29126.32694951533,30382.625322866454,30625.80369489867,31607.42846619801,29760.014258429183,29489.94365749547,29074.550520191704,29391.36703919613,30096.61904686543,37777.234234866686
Ростовская область,19454.8,19260.9,20431.1,21132.6,20890.5,22054,21447.6,21092.9,21033.4,22020,22250.6,28352.6,21016.8,20838,22263.7,23332.4,23175.2,24738.9,23523.8,22561.3,23322.8,23626.3,23660.7,29660.5,22203.1,22512.2,23562.8,24376.9,24396.2,25736.2,24917,23592.2,24265.6,24433.7,24563.6,30023.9,23402.7,24162.3,25161.2,25856.1,26319.7,28284.6,26618.5,25723,26599,26790.6,26775.9,33992,25431.57399036384,25707.929509341,27391.820250666337,28044.956360944423,28246.527093453868,29758.91042831318,28058.1887571552,27066.0647061194,27653.474608934535,27978.35029402201,27909.671071189565,35307.87844709015,27594.162120379253,28203.791289105277,29435.011229410225,30237.51128289409,30124.584430639454,32083.64430632827,30605.995361881796,29479.848867931996,30223.781844417008,30634.21806742054,30646.698069448397,38033.09569339783
г.Севастополь,,,,,,,,,,,,,,,,,,,,,,,,,19227.1,19962.6,24014.9,21951.3,21966.6,23932.5,24714,21992.3,23977.2,25384.5,25062.4,38053.6,23650.7,25511.4,24799.3,26698.3,26615.7,29257.8,26002.4,25063,26277.1,26273.6,25578.5,36662.5,25462.739835309938,26095.45370516339,28143.791429656518,26259.370005729543,25659.292072427597,28166.034973190315,26173.032732410462,25178.1311130174,27043.492968232946,25826.739876374737,27456.291182621222,37453.89998398865,28032.252004032067,27772.547672419856,29894.46116879457,29278.50089446881,29574.545741512757,32704.417405169217,29964.973607071006,29004.48297413341,30972.215243829643,30241.539723942937,31008.12667570167,44137.11940391314
Северо-Кавказский федеральный округ,16893.8,16998.5,18392.8,18389.6,19497.5,20769.7,19628.9,19131.8,19286.3,19646.6,20384.5,26322.5,19304,19098.6,20298.1,20545,20715.3,22459.6,21485.7,20165.1,20789.2,20974.2,22095.7,27225.5,20126.3,20237.7,21034.7,20924.7,21702.6,22948.1,22214.1,20962.6,21361.8,21321.6,21554.2,27257.4,20560.3,21398.5,21797.7,21749.8,22761.3,24524.3,22782.4,22362.4,23008.4,22407.7,22953.2,29240.5,21632.478980009888,22141.91875043912,23163.541504722416,23207.15607525986,23976.871190757643,26016.299478963243,24436.89459219719,23303.629199389557,24601.894820367295,23680.32668333322,24538.952087227306,31412.69542437662,24389.277069610576,25383.60003321657,25739.342419151504,25795.403551917938,27244.352222104066,28953.103034637188,26536.64761632212,25877.68585861464,25944.34176265215,26151.674841341635,26529.612079901486,33671.41422315443
Республика Дагестан,14319.9,14304.3,17235.3,16071.8,17613.8,18573.3,16895.7,16728.7,16946.5,17021.5,18522.1,21915.3,16994.5,17555.3,18840.9,18713.4,18751.1,20770.1,18829.1,17438.4,19073.8,18772.5,20657.3,26373.9,17452.2,18644.4,18481.7,18166.1,19001.2,21359.4,18630,17105.1,18838.9,18415,18302.9,24155.3,17782.6,18980.7,19303.4,18654.1,19982.1,22102.5,19365.5,18455.1,20156.4,19268.9,19840.3,25516.9,18780.563439045127,19689.359058046753,20531.467826055636,20252.50772670927,22382.716464128243,25472.636333948194,22053.256750310287,20508.60560466435,23004.755278562,20307.534176303652,21521.86141933107,27056.24897554175,21699.33657795848,23165.62245670207,23900.031602171937,23383.27485405653,25288.545036564527,28157.804976690895,24023.469336763992,22886.390867619986,24313.976043542414,23937.855780912058,24550.496262144195,31862.08662484104
Республика Ингушетия,17193.8,18902.4,20238.2,20754,22112.9,24085.3,22632.2,19063.5,20958.9,22080.2,22053,27352.7,23257.5,20242.1,20627,20410.6,20637.3,22749.8,21934.1,20208.5,20499.2,21488.2,23564.8,27300.2,22055.4,21892.6,21812.6,21597.1,22723.8,22962.5,22218.3,19916.2,20397.7,20579.2,20394.5,24860.6,20117.5,21430.6,20734,20524.7,21796.5,23497.5,20993.3,20767,20963.3,20625.9,21356.3,25480.4,20669.34994947794,21078.197947673507,21312.19815586313,21345.716420551744,22759.53240639151,25115.43177719896,22586.48243886427,20391.156999696326,21420.57305465607,20667.12969223933,21914.39357553169,25765.30185758514,23361.88335593877,25096.121701755084,25998.827202497698,25003.764413074336,28625.10034263338,28766.34668129457,23744.14531564297,23499.13352588314,24287.89891782145,24314.425471362505,25663.353350189635,29842.516587866026
Кабардино-Балкарская Республика,16647.8,16738.6,17353,17140.4,17794.4,18752.8,18383.3,17369.4,17777.9,18459.4,19101.9,23688.8,18600.7,18096.4,18812.9,18885.6,19544.6,20191.9,19712.9,18591.5,19327.6,19646.3,20695.4,24267,19397.1,19455.5,19698.9,19719.5,21358.4,21489.8,21178.9,19785.9,19996.4,19882.7,20155.9,24173.3,19724.7,20496.8,20593.8,20361.7,21280.9,22567.5,21381.1,20798.8,21233.4,20914.3,21359.3,27119.7,19820.33116097911,20142.248813636106,20690.585846079342,21187.92795590055,21219.35084017544,22361.826869844477,22137.767662245205,20980.18066812524,22515.342153146325,22328.202438697932,23352.42508211728,29498.84216512671,23826.37486142055,25161.41247645243,25142.693164837783,25679.492440286987,25441.063668690294,28312.839111889905,23489.51865115671,22873.249397358188,23948.327664530156,24427.076890011784,25318.32137128359,32621.81808644068
